,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,modelo,tipo_motor,equipamento,quantidade_motores,nivel_dano,categoria_aviacao,fase_operacao
465,45569,ACIDENTE,FALHA DO MOTOR EM VOO,COSTA RICA,MS,BRASIL,****,2012-02-24,10:50:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,180C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
466,38425,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,NITERÓI,RJ,BRASIL,****,2009-08-27,15:00:00,SIM,SERIPA-3,FINALIZADA,A-025/CENIPA/2012,1.0,2012-03-22,3,1,,2016-07-30,R44 II,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
467,46450,INCIDENTE GRAVE,POUSO SEM TREM,NOVO ARIPUANÃ,AM,BRASIL,****,2012-09-24,13:30:00,SIM,SERIPA-7,FINALIZADA,IG-085/CENIPA/2013,1.0,2014-10-02,0,1,,2016-07-30,EMB-721D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
468,28636,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,COXIM,MS,BRASIL,****,2007-03-28,17:00:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-710C,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,CORRIDA APÓS POUSO
469,26902,ACIDENTE,FOGO NO SOLO,COXIM,MS,BRASIL,****,2006-03-09,13:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,210L,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,INDETERMINADA
470,45942,INCIDENTE GRAVE,COM TREM DE POUSO,ARARAS,SP,BRASIL,SDAA,2012-06-19,13:40:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
471,53148,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARARAS,SP,BRASIL,SDEH,2015-03-12,12:40:00,SIM,SERIPA-4,FINALIZADA,A-037/CENIPA/2015,1.0,2015-10-19,0,1,,2016-07-30,56-C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
472,43901,ACIDENTE,FALHA DO MOTOR EM VOO,ARARAS,SP,BRASIL,****,2011-02-19,18:20:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,56-C,PISTÃO,AVIÃO,1.0,LEVE,INSTRUÇÃO,SUBIDA
473,45167,ACIDENTE,FALHA DO MOTOR EM VOO,CONFRESA,MT,BRASIL,SJHG,2011-11-01,09:15:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,A188B,PISTÃO,AVIÃO,1.0,LEVE,AGRÍCOLA,DECOLAGEM
474,53231,ACIDENTE,PERDA DE CONTROLE EM VOO,CONFRESA,MT,BRASIL,****,2015-04-23,12:30:00,SIM,SERIPA-6,FINALIZADA,A-063/CENIPA/2015,1.0,2016-02-15,0,1,,2016-07-30,EMB-201,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,MANOBRA
475,50991,ACIDENTE,INDETERMINADA,COTRIGUAÇU,MT,BRASIL,****,2014-02-24,09:00:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,210L,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,INDETERMINADA
476,31875,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CUIABÁ,MT,BRASIL,****,2008-02-17,13:00:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,***,INSTRUÇÃO,DECOLAGEM
477,45267,ACIDENTE,FALHA DO MOTOR EM VOO,CUIABÁ,MT,BRASIL,****,2011-11-12,20:00:00,SIM,SERIPA-6,ATIVA,A-586/CENIPA/2016,,,0,1,,2016-07-30,210N,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,SUBIDA
478,44001,INCIDENTE GRAVE,COM TREM DE POUSO,CUIABÁ,MT,BRASIL,****,2011-03-05,13:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
479,40652,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CUIABÁ,MT,BRASIL,SJCY,2010-04-30,19:00:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,1.0,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,NENHUM,INSTRUÇÃO,CORRIDA APÓS POUSO
480,49751,ACIDENTE,PERDA DE CONTROLE NO SOLO,CUIABÁ,MT,BRASIL,SJCY,2013-09-18,11:30:00,SIM,SERIPA-6,FINALIZADA,A-167/CENIPA/2013,1.0,2014-04-28,0,1,,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
481,27410,INCIDENTE GRAVE,COM TREM DE POUSO,PARINTINS,AM,BRASIL,SWPI,2006-07-03,10:40:00,SIM,SERIPA-7,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,***,TÁXI AÉREO,INDETERMINADA
482,44606,ACIDENTE,PERDA DE CONTROLE EM VOO,DIAMANTINO,MT,BRASIL,****,2011-06-05,19:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,ESPECIALIZADA
483,53178,ACIDENTE,PERDA DE CONTROLE EM VOO,DIAMANTINO,MT,BRASIL,****,2015-03-23,17:15:00,SIM,SERIPA-6,ATIVA,A-042/CENIPA/2015,,,0,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,MANOBRA
484,32035,ACIDENTE,FALHA DO MOTOR EM VOO,DIAMANTINO,MT,BRASIL,****,2008-03-30,10:30:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
485,46444,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,PAUINI,AM,BRASIL,SWUI,2012-08-22,18:51:00,SIM,SERIPA-7,FINALIZADA,A-049/CENIPA/2013,1.0,2013-09-19,3,1,,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
486,43732,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO NO SOLO,PAUINI,AM,BRASIL,SWUI,2011-01-27,21:30:00,SIM,SERIPA-7,FINALIZADA,IG-024/CENIPA/2011,1.0,2011-06-30,1,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,LEVE,PARTICULAR,CORRIDA APÓS POUSO
487,53491,ACIDENTE,FALHA DO MOTOR EM VOO,PAUINI,AM,BRASIL,****,2015-09-30,14:30:00,SIM,SERIPA-7,ATIVA,A-131/CENIPA/2015,,,0,1,,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,CRUZEIRO
488,47647,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,ARAGUARI,MG,BRASIL,SNAG,2013-02-16,20:45:00,***,SERIPA-3,,,,,0,1,,2016-07-30,FALCAO AG-22,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,EXPERIMENTAL,DECOLAGEM
489,53180,ACIDENTE,FALHA DO MOTOR EM VOO,ARAGUARI,MG,BRASIL,****,2015-03-28,18:52:00,SIM,SERIPA-3,FINALIZADA,A-048/CENIPA/2015,1.0,2016-07-07,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,SUBIDA
490,27489,ACIDENTE,FALHA DO MOTOR EM VOO,ARAGUARI,MG,BRASIL,****,2006-08-16,16:50:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,INDETERMINADA
491,35255,ACIDENTE,FALHA DO MOTOR EM VOO,CAMAQUÃ,RS,BRASIL,****,2009-02-19,12:30:00,SIM,SERIPA-5,FINALIZADA,A-073/CENIPA/2010,1.0,2010-09-24,1,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
492,31038,ACIDENTE,COM TREM DE POUSO,CAMAQUÃ,RS,BRASIL,****,2007-11-07,18:00:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-201,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
493,45856,INCIDENTE GRAVE,COM HÉLICE,PRESIDENTE FIGUEIREDO,AM,BRASIL,****,2012-05-16,19:30:00,SIM,SERIPA-7,FINALIZADA,IG-113/CENIPA/2013,1.0,2014-10-02,0,1,,2016-07-30,95-A55,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
494,53254,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CAMBARÁ,PR,BRASIL,****,2015-05-20,14:00:00,SIM,SERIPA-5,FINALIZADA,A-075/CENIPA/2015,1.0,2015-11-16,1,1,,2016-07-30,PA-25-235,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
495,45596,ACIDENTE,PERDA DE CONTROLE EM VOO,ELISEU MARTINS,PI,BRASIL,****,2012-03-06,12:30:00,SIM,SERIPA-2,FINALIZADA,A-040/CENIPA/2013,1.0,2013-11-30,2,1,,2016-07-30,EMB-711C,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,CRUZEIRO
496,53374,ACIDENTE,FALHA DO MOTOR EM VOO,ITAITUBA,PA,BRASIL,****,2015-07-14,19:30:00,SIM,SERIPA-1,FINALIZADA,A-102/CENIPA/2015,1.0,2016-06-16,0,1,,2016-07-30,210R,***,AVIÃO,,SUBSTANCIAL,PARTICULAR,CRUZEIRO
497,52941,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,ITAITUBA,PA,BRASIL,SNXR,2014-01-12,20:30:00,SIM,SERIPA-1,ATIVA,A-012/CENIPA/2014,,,0,1,1.0,2016-07-30,PA-46-500TP,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
498,51532,ACIDENTE,FOGO NO SOLO,ITAITUBA,PA,BRASIL,****,2014-06-07,13:00:00,SIM,SERIPA-1,FINALIZADA,A-106/CENIPA/2014,1.0,2015-04-24,0,1,,2016-07-30,PA-28-235,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
499,45058,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,ITAITUBA,PA,BRASIL,****,2011-09-26,18:03:00,SIM,SERIPA-1,ATIVA,A-510/CENIPA/2016,,,0,1,,2016-07-30,206L-4,TURBOEIXO,HELICÓPTERO,1.0,SUBSTANCIAL,ADMINISTRAÇÃO INDIRETA,DECOLAGEM
500,51009,ACIDENTE,PERDA DE CONTROLE EM VOO,ITAITUBA,PA,BRASIL,****,2014-04-30,22:15:00,SIM,SERIPA-1,FINALIZADA,A-087/CENIPA/2014,1.0,2015-08-23,0,1,,2016-07-30,T210N,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,ARREMETIDA NO AR
501,50321,ACIDENTE,INDETERMINADA,ITAITUBA,PA,BRASIL,****,2013-10-29,12:25:00,SIM,SERIPA-1,FINALIZADA,A-196/CENIPA/2013,1.0,2015-06-03,0,1,,2016-07-30,600N,TURBOEIXO,HELICÓPTERO,1.0,DESTRUÍDA,TÁXI AÉREO,CRUZEIRO
502,42919,ACIDENTE,FALHA DO MOTOR EM VOO,ITAITUBA,PA,BRASIL,****,2010-09-15,18:10:00,SIM,SERIPA-1,FINALIZADA,A-086/CENIPA/2011,1.0,2011-09-23,9,1,,2016-07-30,T207A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,TÁXI AÉREO,CRUZEIRO
503,29858,ACIDENTE,OUTROS TIPOS,ITAITUBA,PA,BRASIL,****,2007-07-13,15:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,A36,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
504,43473,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO NO SOLO,ITAITUBA,PA,BRASIL,SBIH,2010-12-13,19:25:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,LA-4-200,PISTÃO,ANFÍBIO,1.0,LEVE,PARTICULAR,CORRIDA APÓS POUSO
505,36138,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO NO SOLO,ITAITUBA,PA,BRASIL,****,2009-03-16,17:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,U206F,PISTÃO,AVIÃO,1.0,LEVE,TÁXI AÉREO,CORRIDA APÓS POUSO
506,36676,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,ITAITUBA,PA,BRASIL,****,2009-03-30,18:20:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,SUBIDA
507,34755,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,FELIZ NATAL,MT,BRASIL,****,2007-12-17,18:00:00,SIM,SERIPA-6,FINALIZADA,A-018/CENIPA/2009,1.0,2008-10-07,4,1,,2016-07-30,EMB-201,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
508,43043,ACIDENTE,PERDA DE CONTROLE EM VOO,CAMBÉ,PR,BRASIL,****,2010-09-11,21:13:00,***,SERIPA-5,,,,,0,1,,2016-07-30,ADVENTURE,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,OUTRA FASE
509,34656,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,ITUPIRANGA,PA,BRASIL,****,2008-12-11,12:30:00,SIM,SERIPA-1,FINALIZADA,A-013/CENIPA/2011,1.0,2011-06-27,1,1,,2016-07-30,AS 350 B2,TURBOEIXO,HELICÓPTERO,1.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,MANOBRA
510,53340,ACIDENTE,OUTROS TIPOS,CAUCAIA,CE,BRASIL,****,2015-06-26,20:25:00,SIM,SERIPA-2,ATIVA,A-092/CENIPA/2015,,,0,1,,2016-07-30,BK117 C-2 ,TURBOEIXO,HELICÓPTERO,2.0,NENHUM,ADMINISTRAÇÃO DIRETA,PAIRADO
511,53360,ACIDENTE,FALHA DO MOTOR EM VOO,CAUCAIA,CE,BRASIL,****,2015-07-10,18:00:00,SIM,SERIPA-2,ATIVA,A-100/CENIPA/2015,,,0,1,,2016-07-30,BN-2A-7,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,DESCIDA
512,53489,ACIDENTE,POUSO SEM TREM,JACAREACANGA,PA,BRASIL,SBEK,2015-09-22,22:15:00,SIM,SERIPA-1,FINALIZADA,A-127/CENIPA/2015,1.0,2016-04-22,0,1,,2016-07-30,210K,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
513,50972,ACIDENTE,FALHA DO MOTOR EM VOO,JACAREACANGA,PA,BRASIL,****,2014-03-18,15:50:00,SIM,SERIPA-1,FINALIZADA,A-059CENIPA2014,1.0,2016-03-07,1,1,,2016-07-30,58,PISTÃO,AVIÃO,2.0,DESTRUÍDA,TÁXI AÉREO,DESCIDA
514,38677,ACIDENTE,FALHA DO MOTOR EM VOO,JACAREACANGA,PA,BRASIL,SBEK,2009-10-28,11:32:00,SIM,SERIPA-1,FINALIZADA,A-030/CENIPA/2012,1.0,2012-03-22,2,1,,2016-07-30,EMB-720D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CIRCUITO DE TRÁFEGO
515,44404,INCIDENTE GRAVE,ESTOURO DE PNEU,JACAREACANGA,PA,BRASIL,****,2011-04-20,10:00:00,SIM,SERIPA-1,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,58,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,DECOLAGEM
516,46438,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,ARTUR NOGUEIRA,SP,BRASIL,****,2012-10-02,11:10:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,CAP-4,PISTÃO,AVIÃO,1.0,LEVE,INSTRUÇÃO,MANOBRA
517,52282,ACIDENTE,FALHA DO MOTOR EM VOO,BOA VISTA DO TUPIM,BA,BRASIL,****,2014-09-15,18:15:00,***,SERIPA-2,,,,,0,1,,2016-07-30,PARADISE P-1,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,CRUZEIRO
518,43832,ACIDENTE,PERDA DE CONTROLE EM VOO,PARATY,RJ,BRASIL,SDTK,2011-01-30,22:30:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,C90,TURBOÉLICE,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
519,32379,ACIDENTE,DESORIENTAÇÃO ESPACIAL,PARATY,RJ,BRASIL,****,2008-04-30,22:59:00,SIM,SERIPA-3,ATIVA,A-013/CENIPA/2013,,,1,1,,2016-07-30,A109S,TURBOEIXO,HELICÓPTERO,2.0,DESTRUÍDA,PARTICULAR,SUBIDA
520,50132,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,PARATY,RJ,BRASIL,****,2013-11-10,17:00:00,SIM,SERIPA-3,ATIVA,A-204/CENIPA/2013,,,0,1,,2016-07-30,PA-34-220T,PISTÃO,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,SUBIDA
521,38915,INCIDENTE GRAVE,COM TREM DE POUSO,SÃO GABRIEL DA CACHOEIRA,AM,BRASIL,SWQE,2009-10-07,20:05:00,SIM,SERIPA-7,ATIVA,IG-530/CENIPA/2016,,,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
522,45579,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CAMPOS LINDOS,TO,BRASIL,****,2012-01-28,18:35:00,SIM,SERIPA-6,FINALIZADA,A-520/CENIPA/2016,1.0,2016-07-13,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
523,47980,ACIDENTE,FALHA DO MOTOR EM VOO,FIGUEIRÃO,MS,BRASIL,****,2013-04-25,12:15:00,SIM,SERIPA-4,FINALIZADA,A-082/CENIPA/2013,1.0,2013-09-02,0,1,,2016-07-30,182G,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
524,29535,ACIDENTE,PERDA DE CONTROLE EM VOO,ARUJÁ,SP,BRASIL,****,2007-06-15,16:45:00,SIM,SERIPA-4,FINALIZADA,A-594/CENIPA/2014,1.0,2014-10-01,0,1,,2016-07-30,R44,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
525,46178,ACIDENTE,PERDA DE CONTROLE NO SOLO,GENERAL CARNEIRO,MT,BRASIL,****,2012-07-07,09:20:00,SIM,SERIPA-6,FINALIZADA,ENCERRADA NO RAI,,,0,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
526,65312,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,CABECEIRAS,GO,BRASIL,,2015-02-11,11:18:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,PA-25-260,PISTÃO,AVIÃO,1.0,DESTRUÍDA,MÚLTIPLA,ESPECIALIZADA
527,46581,ACIDENTE,PERDA DE CONTROLE EM VOO,CAMPINA GRANDE DO SUL,PR,BRASIL,****,2012-10-18,21:00:00,***,SERIPA-5,,,,,0,1,,2016-07-30,EAGLE II,PISTÃO,ULTRALEVE,1.0,DESTRUÍDA,EXPERIMENTAL,MANOBRA
528,53225,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPINA GRANDE DO SUL,PR,BRASIL,SBBI,2015-04-05,11:10:00,SIM,SERIPA-5,FINALIZADA,A-055/CENIPA/2015,1.0,2015-11-16,2,1,,2016-07-30,AB-115,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,POUSO
529,52652,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPINA GRANDE DO SUL,PR,BRASIL,****,2014-10-27,16:30:00,SIM,SERIPA-5,FINALIZADA,A-179/CENIPA/2014,1.0,2015-06-03,0,1,,2016-07-30,R22 BETA,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,INSTRUÇÃO,MANOBRA
530,46612,ACIDENTE,COM TREM DE POUSO,CAMPINA GRANDE,PB,BRASIL,****,2012-11-23,14:47:00,***,SERIPA-2,,,,,0,1,,2016-07-30,FASCINATION D4,PISTÃO,ULTRALEVE,1.0,LEVE,EXPERIMENTAL,CORRIDA APÓS POUSO
531,46853,ACIDENTE,POUSO SEM TREM,CAMPINA GRANDE,PB,BRASIL,SBJP,2013-01-25,14:20:00,SIM,SERIPA-2,FINALIZADA,A-120/CENIPA/2013,1.0,2013-09-19,5,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,ADMINISTRAÇÃO DIRETA,POUSO
532,50919,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CAMPO BONITO,PR,BRASIL,****,2014-04-06,10:25:00,SIM,SERIPA-5,FINALIZADA,A-069/CENIPA/2014,1.0,2014-10-14,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,CIRCUITO DE TRÁFEGO
533,53149,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,TABATINGA,AM,BRASIL,SBTT,2015-03-11,23:25:00,SIM,SERIPA-7,ATIVA,A-036/CENIPA/2015,,,0,1,,2016-07-30,210L,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CIRCUITO DE TRÁFEGO
534,34082,ACIDENTE,FALHA DO MOTOR EM VOO,BOQUIRA,BA,BRASIL,SNBO,2008-08-05,16:05:00,SIM,SERIPA-2,FINALIZADA,A-082/CENIPA/2010,1.0,2010-11-12,1,1,,2016-07-30,F33A,PISTÃO,AVIÃO,1.0,LEVE,PARTICULAR,CRUZEIRO
535,52538,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,BOQUIRA,BA,BRASIL,SNBO,2014-10-01,14:30:00,SIM,SERIPA-2,FINALIZADA,A-166/CENIPA/2014,1.0,2015-05-22,1,1,1.0,2016-07-30,SR22,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
536,38375,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,CACHOEIRA ALTA,GO,BRASIL,****,2009-06-29,20:10:00,SIM,SERIPA-6,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
537,43721,ACIDENTE,COM TREM DE POUSO,CRATEÚS,CE,BRASIL,SNWS,2010-12-15,09:00:00,SIM,SERIPA-2,FINALIZADA,A-047/CENIPA/2013,1.0,2013-08-28,4,1,,2016-07-30,95-B55,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,CORRIDA APÓS POUSO
538,38816,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,TAPAUÁ,AM,BRASIL,****,2009-11-28,14:30:00,SIM,SERIPA-7,FINALIZADA,A-564/CENIPA/2015,1.0,2016-04-22,0,1,,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
539,44231,INCIDENTE GRAVE,COM TREM DE POUSO,CARUARU,PE,BRASIL,****,2011-02-11,21:45:00,SIM,SERIPA-2,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-820C NAVAJO,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,TÁXI
540,47132,INCIDENTE GRAVE,POUSO SEM TREM,CARUARU,PE,BRASIL,SNRU,2013-03-10,12:30:00,SIM,SERIPA-2,FINALIZADA,IG-048/CENIPA/2013,1.0,2013-08-26,0,1,,2016-07-30,EMB-711C,PISTÃO,AVIÃO,1.0,LEVE,PARTICULAR,POUSO
541,45222,INCIDENTE GRAVE,TRÁFEGO AÉREO,CARUARU,PE,BRASIL,****,2011-08-21,11:46:00,SIM,SERIPA-2,ATIVA,IG-594/CENIPA/2016,,,0,2,,2016-07-30,CAP-4,PISTÃO,AVIÃO,1.0,NENHUM,INSTRUÇÃO,POUSO
542,48014,ACIDENTE,PERDA DE CONTROLE NO SOLO,CARUARU,PE,BRASIL,SNRU,2013-05-11,11:30:00,SIM,SERIPA-2,FINALIZADA,A-096/CENIPA/2013,1.0,2013-07-29,0,1,,2016-07-30,CAP-4,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,ARREMETIDA NO SOLO
543,44579,ACIDENTE,PERDA DE CONTROLE EM VOO,CARUARU,PE,BRASIL,****,2011-06-04,13:00:00,SIM,SERIPA-2,FINALIZADA,A-533/CENIPA/2015,1.0,2015-07-07,1,1,,2016-07-30,CAP-4,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,CIRCUITO DE TRÁFEGO
544,45755,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CARUARU,PE,BRASIL,SNRU,2012-04-04,10:45:00,SIM,SERIPA-2,FINALIZADA,IG-100/CENIPA/2013,1.0,2014-10-20,0,1,,2016-07-30,PA-34-220T,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
545,52813,ACIDENTE,POUSO BRUSCO,ATIBAIA,SP,BRASIL,SDTB,2014-12-20,21:00:00,***,SERIPA-4,,,,,0,1,,2016-07-30,ADVENTURE,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,POUSO
546,47048,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,ATIBAIA,SP,BRASIL,SDVH,2013-02-23,17:00:00,SIM,SERIPA-4,FINALIZADA,IG-038/CENIPA/2013,1.0,2013-07-08,0,1,1.0,2016-07-30,56-C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
